id,instance,notes,type,status,inputs (#post),outputs (#pre),gL(L) #post,gL(L) #pre,#voxels
5813088419,,,,Traced,830,166,51,1,345224462
5813089835,,,,Traced,816,77,805,77,83364163
5813093521,,,,Traced,322,143,320,141,76168301
5813095749,,,,Traced,348,170,4,3,104493127
5813096699,PAM15_a(y5B'2a)_R,,PAM15_a,Traced,1305,188,229,35,309670626
5813096713,,,,Traced,376,163,10,11,122988873
5813097008,,,,Traced,131,49,131,49,22886217
5813098776,PAM02(B'2a)_R,,PAM02,Traced,1545,215,7,2,340231907
5813100896,PAM12(y3)_R,,PAM12,Traced,1041,202,194,67,354860104
5813101339,,,,Traced,407,174,407,174,95368397
5813104761,SMP076(ADM04)_L,,SMP076,Traced,1322,156,16,1,1174673930
5813109941,PAM07(y4<y1y2)_R,,PAM07,Traced,1075,183,108,38,357750093
5813111305,,,,Assign,1,2,1,2,524056
5813123042,CRE039_R,,CRE039,Traced,614,176,37,1,498065951
5813124740,PAM07(y4<y1y2)_L,,PAM07,Traced,604,120,340,82,270313769
5813125032,,,,Assign,6,2,6,2,1900196
5813126042,,,,Traced,165,108,4,3,97518482
5813127084,,,,Traced,450,161,450,160,88640334
5813130141,,,,Traced,192,84,192,84,43658904
5813133310,,,,Traced,933,92,926,92,127077111
5813133356,,,,Traced,191,80,190,80,39563626
5813133386,,,,Traced,378,160,378,160,88297908
5813133402,,,,Traced,325,152,325,152,78779453
5813133430,,,,Traced,404,173,404,173,83224301
5813133444,,,,Traced,541,425,65,19,362433036
5813133462,,,,Traced,343,138,343,138,69018065
5813133548,,,,Traced,279,139,278,139,77040483
5813133569,,,,Traced,290,145,290,145,75064439
5813133578,,,,Traced,330,144,330,144,70178783
5813133906,,,,Traced,372,155,369,155,82458135
5901197092,,,,Traced,372,176,370,174,105057127
5901199244,,,,Assign,3,2,3,2,1113103
5901200531,,,,Traced,359,165,359,165,82894981
5901209100,,,,Orphan,7,4,3,1,9233201
5901209190,,,,Traced,336,152,13,9,110532276
5901209474,,,,Traced,380,129,380,129,86266811
5901215939,,,,Traced,462,181,457,179,99001524
5901218120,,,,Assign,4,2,4,2,1653378
5901218885,,,,Assign,5,2,5,2,2895157
5901224556,,,,Traced,373,156,373,156,93998109
5901224557,,,,Traced,297,111,297,111,70072701
5901224594,,,,Traced,427,162,427,162,99176451
5901224670,,,,Traced,304,153,302,150,82970965
5901224777,,,,Traced,383,140,383,140,81865701
5901224795,,,,Traced,289,138,289,138,66513749
5901229790,,,,Traced,362,135,362,135,77590026
5901229802,,,,Traced,231,92,231,92,49222267
5901230846,,,,Traced,362,150,362,150,74159683
5901231324,,,,Traced,306,75,302,74,35383242
5901232436,,,,Traced,321,140,321,140,70797971
5901232444,,,,Traced,385,121,385,121,88232325
7112614654,,,,Assign,4,2,4,2,2928968
7112614799,,,,Traced,217,69,209,67,60208868
7112614874,,,,Orphan,10,10,1,4,15913217
